CONCEPT_ID	CONCEPT_NAME	VOCABULARY_ID	CONCEPT_LEVEL	CONCEPT_CODE	CONCEPT_CLASS	VALID_START_DATE	VALID_END_DATE	INVALID_REASON
40037831	Ephedrine sulfate Injectable Solution	8	0	377489	Clinical Drug Form	2005-06-12	2008-07-27	D
40037845	Epinephrine / Etidocaine Injectable Solution	8	0	374458	Clinical Drug Form	2005-06-12	2099-12-31	 
40037847	Epinephrine / Fluorouracil Injectable Suspension	8	0	392953	Clinical Drug Form	2005-06-12	2099-12-31	 
40037848	Epinephrine / Guanethidine Ophthalmic Solution	8	0	377390	Clinical Drug Form	2005-06-12	2099-12-31	 
40037853	Epinephrine / Lidocaine Injectable Solution	8	0	374456	Clinical Drug Form	2005-06-12	2099-12-31	 
40037858	Epinephrine / Lidocaine Topical Solution	8	0	378613	Clinical Drug Form	2005-06-12	2099-12-31	 
40037859	Epinephrine / Mepivacaine Injectable Solution	8	0	393325	Clinical Drug Form	2005-06-12	2099-12-31	 
40037861	Epinephrine / Pilocarpine Ophthalmic Solution	8	0	373451	Clinical Drug Form	2005-06-12	2099-12-31	 
40037871	Epinephrine / Prilocaine Injectable Solution	8	0	374408	Clinical Drug Form	2005-06-12	2099-12-31	 
40037873	Epinephrine / zinc chloride Oral Solution	8	0	406711	Clinical Drug Form	2005-06-12	2099-12-31	 
40037892	Estramustine Oral Capsule	8	0	372082	Clinical Drug Form	2005-06-12	2099-12-31	 
40037902	Estriol / Lactobacillus acidophilus Oral Tablet	8	0	437300	Clinical Drug Form	2005-06-12	2099-12-31	 
40037903	Estriol / Thymol / Urea Oral Tablet	8	0	452073	Clinical Drug Form	2005-06-12	2099-12-31	 
40037934	Estriol Oral Tablet	8	0	372083	Clinical Drug Form	2005-06-12	2099-12-31	 
40037935	Estriol Vaginal Cream	8	0	377698	Clinical Drug Form	2005-06-12	2099-12-31	 
40037936	Estriol Vaginal Gel	8	0	439383	Clinical Drug Form	2005-06-12	2099-12-31	 
40037937	Estriol Vaginal Ointment	8	0	439387	Clinical Drug Form	2005-06-12	2099-12-31	 
40037938	Estriol Vaginal Suppository	8	0	376229	Clinical Drug Form	2005-06-12	2099-12-31	 
40037940	Estriol Vaginal Tablet	8	0	375055	Clinical Drug Form	2005-06-12	2099-12-31	 
40037946	Estrogens / Testosterone Oral Tablet	8	0	372084	Clinical Drug Form	2005-06-12	2099-12-31	 
40037952	Estrogens Injectable Solution	8	0	375814	Clinical Drug Form	2005-06-12	2099-12-31	 
40037953	Estrogens Injectable Suspension	8	0	375815	Clinical Drug Form	2005-06-12	2099-12-31	 
40037955	Estrogens, Conjugated (USP) / Estrogens, Esterified (USP) / Medroxyprogesterone Oral Tablet	8	0	393365	Clinical Drug Form	2005-06-12	2099-12-31	 
40037956	Estrogens, Conjugated (USP) / Estrone Injectable Suspension	8	0	378917	Clinical Drug Form	2005-06-12	2099-12-31	 
40037957	Estrogens, Conjugated (USP) / Medrogestone Oral Tablet	8	0	439394	Clinical Drug Form	2005-06-12	2099-12-31	 
40037958	Estrogens, Conjugated (USP) / Medroxyprogesterone Oral Tablet	8	0	378788	Clinical Drug Form	2005-06-12	2099-12-31	 
40037962	Estrogens, Conjugated (USP) / Meprobamate Oral Tablet	8	0	378852	Clinical Drug Form	2005-06-12	2099-12-31	 
40037964	Estrogens, Conjugated (USP) / Methyltestosterone Oral Tablet	8	0	378836	Clinical Drug Form	2005-06-12	2099-12-31	 
40037966	Estrogens, Conjugated (USP) / Norgestrel Oral Tablet	8	0	439395	Clinical Drug Form	2005-06-12	2099-12-31	 
40037967	Estrogens, Conjugated (USP) / Phenobarbital Oral Tablet	8	0	378849	Clinical Drug Form	2005-06-12	2099-12-31	 
40037984	Fenofibrate Oral Tablet	8	0	379818	Clinical Drug Form	2005-06-12	2099-12-31	 
40037992	Fenoldopam Injectable Solution	8	0	377147	Clinical Drug Form	2005-06-12	2099-12-31	 
40038012	Fenoprofen Oral Capsule	8	0	372153	Clinical Drug Form	2005-06-12	2099-12-31	 
40038014	Fenoprofen Oral Tablet	8	0	372154	Clinical Drug Form	2005-06-12	2099-12-31	 
40038021	Fenoterol / Ipratropium Inhalant Solution	8	0	377283	Clinical Drug Form	2005-06-12	2099-12-31	 
40038054	Fenoterol Inhalant Solution	8	0	377282	Clinical Drug Form	2005-06-12	2099-12-31	 
40038055	Fenoterol Oral Solution	8	0	439658	Clinical Drug Form	2005-06-12	2099-12-31	 
40038056	Fenoterol Oral Tablet	8	0	372156	Clinical Drug Form	2005-06-12	2099-12-31	 
40038057	Fenoterol Syrup	8	0	372155	Clinical Drug Form	2005-06-12	2008-03-02	D
40038062	Fentanyl / ropivacaine Injectable Solution	8	0	379186	Clinical Drug Form	2005-06-12	2099-12-31	 
40038084	Folic Acid / Pyridoxine / Vitamin B 12 24 Hour Extended Release Tablet	8	0	477460	Clinical Drug Form	2005-06-12	2008-07-27	D
40038085	Folic Acid / Pyridoxine / Vitamin B 12 Oral Tablet	8	0	477244	Clinical Drug Form	2005-06-12	2007-01-28	D
40038086	Folic Acid / Vitamin B 12 / Vitamin B6 Oral Capsule	8	0	375437	Clinical Drug Form	2005-06-12	2008-07-27	D
40038087	Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet	8	0	375436	Clinical Drug Form	2005-06-12	2008-07-27	D
40038088	Folic Acid / Vitamin B 12 / Vitamin B6 Sublingual Tablet	8	0	484914	Clinical Drug Form	2005-06-12	2008-07-27	D
40038089	Folic Acid / Vitamin B 12 Injectable Solution	8	0	376994	Clinical Drug Form	2005-06-12	2008-07-27	D
40038090	Folic Acid / Vitamin B 12 Oral Suspension	8	0	379119	Clinical Drug Form	2005-06-12	2008-07-27	D
40038091	Folic Acid / Vitamin B 12 Oral Tablet	8	0	375075	Clinical Drug Form	2005-06-12	2008-07-27	D
40038092	Folic Acid / Vitamin B 12 Sublingual Tablet	8	0	376989	Clinical Drug Form	2005-06-12	2008-07-27	D
40038093	Folic Acid / teferrol / Vitamin B 12 Injectable Solution	8	0	392942	Clinical Drug Form	2005-06-12	2008-07-27	D
40038094	Folic Acid / teferrol / Vitamin B 12 Oral Tablet	8	0	392941	Clinical Drug Form	2005-06-12	2008-07-27	D
40038095	Folic Acid / teferrol / Vitamin B 12 Syrup	8	0	392945	Clinical Drug Form	2005-06-12	2008-03-02	D
40038303	Estrogens, Conjugated (USP) Enteric Coated Tablet	8	0	378911	Clinical Drug Form	2005-06-12	2099-12-31	 
40038304	Estrogens, Conjugated (USP) Extended Release Tablet	8	0	378910	Clinical Drug Form	2005-06-12	2099-12-31	 
40038305	Estrogens, Conjugated (USP) Injectable Solution	8	0	378835	Clinical Drug Form	2005-06-12	2099-12-31	 
40038307	Estrogens, Conjugated (USP) Injectable Suspension	8	0	378912	Clinical Drug Form	2005-06-12	2099-12-31	 
40038308	Estrogens, Conjugated (USP) Oral Capsule	8	0	439392	Clinical Drug Form	2005-06-12	2099-12-31	 
40038309	Estrogens, Conjugated (USP) Oral Tablet	8	0	378834	Clinical Drug Form	2005-06-12	2099-12-31	 
40038311	Estrogens, Conjugated (USP) Vaginal Cream	8	0	378764	Clinical Drug Form	2005-06-12	2099-12-31	 
40038314	Estrogens, Esterified (USP) / Methyltestosterone Oral Tablet	8	0	378838	Clinical Drug Form	2005-06-12	2099-12-31	 
40038371	Fentanyl 72 Hour Transdermal Patch	8	0	377472	Clinical Drug Form	2005-06-12	2099-12-31	 
40038376	Fentanyl Injectable Solution	8	0	372160	Clinical Drug Form	2005-06-12	2099-12-31	 
40038378	Fentanyl Lozenge	8	0	372161	Clinical Drug Form	2005-06-12	2099-12-31	 
40038425	Ferrous Ascorbate Oral Capsule	8	0	372165	Clinical Drug Form	2005-06-12	2099-12-31	 
40038430	Ferrous citrate Fe59 Injectable Solution	8	0	377058	Clinical Drug Form	2005-06-12	2008-08-31	D
40038432	Ferrous fumarate / Folic Acid Extended Release Capsule	8	0	379281	Clinical Drug Form	2005-06-12	2008-07-27	D
40038433	Ferrous fumarate / Folic Acid Oral Capsule	8	0	376233	Clinical Drug Form	2005-06-12	2008-07-27	D
40038434	Ferrous fumarate / Folic Acid Oral Tablet	8	0	372174	Clinical Drug Form	2005-06-12	2008-07-27	D
40038480	Folic Acid Chewable Tablet	8	0	372258	Clinical Drug Form	2005-06-12	2008-07-27	D
40038481	Folic Acid Extended Release Tablet	8	0	372262	Clinical Drug Form	2005-06-12	2008-07-27	D
40038482	Folic Acid Injectable Solution	8	0	372259	Clinical Drug Form	2005-06-12	2008-07-27	D
40038483	Folic Acid Oral Capsule	8	0	372257	Clinical Drug Form	2005-06-12	2008-07-27	D
40038484	Folic Acid Oral Solution	8	0	385103	Clinical Drug Form	2005-06-12	2008-07-27	D
40038486	Folic Acid Oral Tablet	8	0	372261	Clinical Drug Form	2005-06-12	2008-07-27	D
40038491	Folic Acid Syrup	8	0	372260	Clinical Drug Form	2005-06-12	2008-03-02	D
40038495	Follicle Stimulating Hormone / Luteinizing Hormone Injectable Solution	8	0	375827	Clinical Drug Form	2005-06-12	2099-12-31	 
40038504	Follicle Stimulating Hormone Injectable Solution	8	0	375076	Clinical Drug Form	2005-06-12	2009-03-01	D
40038592	Epinephrine Inhalant Solution	8	0	377281	Clinical Drug Form	2005-06-12	2099-12-31	 
40038600	Epinephrine Injectable Solution	8	0	372030	Clinical Drug Form	2005-06-12	2099-12-31	 
40038604	Epinephrine Nasal Solution	8	0	372031	Clinical Drug Form	2005-06-12	2099-12-31	 
40038605	Epinephrine Ophthalmic Solution	8	0	372029	Clinical Drug Form	2005-06-12	2099-12-31	 
40038634	Estrogens, Esterified (USP) Oral Tablet	8	0	378837	Clinical Drug Form	2005-06-12	2099-12-31	 
40038638	Estrone / Progesterone Injectable Solution	8	0	439398	Clinical Drug Form	2005-06-12	2099-12-31	 
40038639	Estrone / Progesterone Injectable Suspension	8	0	375816	Clinical Drug Form	2005-06-12	2099-12-31	 
40038640	Estrone / Testosterone Injectable Suspension	8	0	375817	Clinical Drug Form	2005-06-12	2099-12-31	 
40038677	Estrone Injectable Solution	8	0	372086	Clinical Drug Form	2005-06-12	2099-12-31	 
40038683	Estrone Injectable Suspension	8	0	378627	Clinical Drug Form	2005-06-12	2099-12-31	 
40038684	Estrone Oral Tablet	8	0	375818	Clinical Drug Form	2005-06-12	2099-12-31	 
40038685	Estrone Vaginal Cream	8	0	377699	Clinical Drug Form	2005-06-12	2099-12-31	 
40038686	Estrone Vaginal Suppository	8	0	372087	Clinical Drug Form	2005-06-12	2099-12-31	 
40038687	Eszopiclone	8	2	485437	Ingredient	2005-06-12	2005-07-24	D
40038694	Eszopiclone Oral Tablet	8	0	485439	Clinical Drug Form	2005-06-12	2099-12-31	 
40038699	Ferrous fumarate / Thiamine Extended Release Capsule	8	0	372173	Clinical Drug Form	2005-06-12	2099-12-31	 
40038700	Ferrous fumarate / Vitamin B 12 Oral Capsule	8	0	439584	Clinical Drug Form	2005-06-12	2099-12-31	 
40038701	Ferrous fumarate / Vitamin B 12 Oral Tablet	8	0	439586	Clinical Drug Form	2005-06-12	2099-12-31	 
40038702	Ferrous fumarate / ferrous gluconate Oral Tablet	8	0	439588	Clinical Drug Form	2005-06-12	2099-12-31	 
40038795	Follicle Stimulating Hormone, beta Subunit Injectable Solution	8	0	376911	Clinical Drug Form	2005-06-12	2099-12-31	 
40038812	Follitropin Alfa Injectable Solution	8	0	402741	Clinical Drug Form	2005-06-12	2099-12-31	 
40038821	Formaldehyde / Glutaral / Glyoxal Topical Solution	8	0	440284	Clinical Drug Form	2005-06-12	2099-12-31	 
40038822	Formaldehyde / Glutaral Topical Solution	8	0	440281	Clinical Drug Form	2005-06-12	2099-12-31	 
40038823	Formaldehyde / Isopropanol Topical Solution	8	0	377044	Clinical Drug Form	2005-06-12	2099-12-31	 
40038824	Formaldehyde / Lidocaine Oral Tablet	8	0	440901	Clinical Drug Form	2005-06-12	2099-12-31	 
40038825	Formaldehyde / Salicylic Acid Topical Solution	8	0	375077	Clinical Drug Form	2005-06-12	2099-12-31	 
40038826	Formaldehyde / Sodium Fluoride Toothpaste	8	0	451729	Clinical Drug Form	2005-06-12	2099-12-31	 
40038865	Formaldehyde Topical Gel	8	0	385875	Clinical Drug Form	2005-06-12	2099-12-31	 
40038867	Formaldehyde Topical Lotion	8	0	379427	Clinical Drug Form	2005-06-12	2099-12-31	 
40038868	Formaldehyde Topical Ointment	8	0	372266	Clinical Drug Form	2005-06-12	2099-12-31	 
40038869	Formaldehyde Topical Solution	8	0	372267	Clinical Drug Form	2005-06-12	2099-12-31	 
40038873	Formaldehyde Topical Spray	8	0	377323	Clinical Drug Form	2005-06-12	2099-12-31	 
40038880	Epinephrine Oral Solution	8	0	376685	Clinical Drug Form	2005-06-12	2099-12-31	 
40038881	Epinephrine Pellet	8	0	378176	Clinical Drug Form	2005-06-12	2099-12-31	 
40038882	Epinephrine Topical Solution	8	0	374510	Clinical Drug Form	2005-06-12	2099-12-31	 
40038904	Epirubicin Injectable Solution	8	0	375053	Clinical Drug Form	2005-06-12	2099-12-31	 
40038908	Epirubicin Irrigation Solution	8	0	379368	Clinical Drug Form	2005-06-12	2099-12-31	 
40038944	Epoetin Alfa Injectable Solution	8	0	372032	Clinical Drug Form	2005-06-12	2099-12-31	 
40038965	Epoprostenol Injectable Solution	8	0	376885	Clinical Drug Form	2005-06-12	2099-12-31	 
40038979	Etanercept Injectable Solution	8	0	385098	Clinical Drug Form	2005-06-12	2099-12-31	 
40038982	Ethacridine / Lidocaine Topical Ointment	8	0	440880	Clinical Drug Form	2005-06-12	2099-12-31	 
40038993	Ethacridine Irrigation Solution	8	0	439412	Clinical Drug Form	2005-06-12	2099-12-31	 
40038995	Ethacridine Oral Tablet	8	0	439414	Clinical Drug Form	2005-06-12	2099-12-31	 
40038996	Ethacridine Topical Ointment	8	0	439410	Clinical Drug Form	2005-06-12	2099-12-31	 
40039008	Ethacrynic Acid Injectable Solution	8	0	376852	Clinical Drug Form	2005-06-12	2006-07-30	D
40039011	Ethacrynic Acid Oral Tablet	8	0	372089	Clinical Drug Form	2005-06-12	2006-07-30	D
40039015	Ethambutol / Isoniazid / Rifampin Oral Tablet	8	0	376646	Clinical Drug Form	2005-06-12	2099-12-31	 
40039016	Ethambutol / Isoniazid Oral Tablet	8	0	372507	Clinical Drug Form	2005-06-12	2099-12-31	 
40039046	Ethambutol Injectable Solution	8	0	439427	Clinical Drug Form	2005-06-12	2099-12-31	 
40039047	Ethambutol Oral Tablet	8	0	372091	Clinical Drug Form	2005-06-12	2099-12-31	 
40039049	Ethambutol Syrup	8	0	372090	Clinical Drug Form	2005-06-12	2008-03-02	D
40039064	Ethamsylate Injectable Solution	8	0	372092	Clinical Drug Form	2005-06-12	2099-12-31	 
40039066	Ethamsylate Oral Tablet	8	0	372093	Clinical Drug Form	2005-06-12	2099-12-31	 
40039069	Ethanol / Glucose Injectable Solution	8	0	378313	Clinical Drug Form	2005-06-12	2099-12-31	 
40039070	Ethanol / Glycine Irrigation Solution	8	0	385577	Clinical Drug Form	2005-06-12	2008-07-27	D
40039071	Ethanol / Salicylic Acid Topical Lotion	8	0	379065	Clinical Drug Form	2005-06-12	2099-12-31	 
40039072	Ethanol / Sulfur / Zinc Oxide / Zinc Sulfate Topical Lotion	8	0	379064	Clinical Drug Form	2005-06-12	2099-12-31	 
40039073	Ethanol / resorcinol / Sulfur Topical Cream	8	0	439528	Clinical Drug Form	2005-06-12	2099-12-31	 
40039074	Ethanol / resorcinol Topical Lotion	8	0	379066	Clinical Drug Form	2005-06-12	2099-12-31	 
40039142	Ferrous fumarate Chewable Tablet	8	0	372169	Clinical Drug Form	2005-06-12	2099-12-31	 
40039144	Ferrous fumarate Extended Release Capsule	8	0	372168	Clinical Drug Form	2005-06-12	2099-12-31	 
40039145	Ferrous fumarate Extended Release Tablet	8	0	375518	Clinical Drug Form	2005-06-12	2099-12-31	 
40039146	Ferrous fumarate Oral Capsule	8	0	372167	Clinical Drug Form	2005-06-12	2099-12-31	 
40039147	Ferrous fumarate Oral Solution	8	0	374485	Clinical Drug Form	2005-06-12	2099-12-31	 
40039149	Ferrous fumarate Oral Suspension	8	0	372170	Clinical Drug Form	2005-06-12	2099-12-31	 
40039151	Ferrous fumarate Oral Tablet	8	0	372172	Clinical Drug Form	2005-06-12	2099-12-31	 
40039160	Ferrous fumarate Syrup	8	0	372171	Clinical Drug Form	2005-06-12	2008-03-02	D
40039163	Ferrous glycine sulfate / Folic Acid 24 Hour Extended Release Tablet	8	0	439608	Clinical Drug Form	2005-06-12	2007-07-01	D
40039164	Ferrous glycine sulfate / Folic Acid Extended Release Tablet	8	0	372179	Clinical Drug Form	2005-06-12	2008-07-27	D
40039165	Ferrous glycine sulfate / Folic Acid Oral Capsule	8	0	439611	Clinical Drug Form	2005-06-12	2008-07-27	D
40039183	Foscarnet Injectable Solution	8	0	376842	Clinical Drug Form	2005-06-12	2099-12-31	 
40039204	Fosfomycin Injectable Solution	8	0	372272	Clinical Drug Form	2005-06-12	2099-12-31	 
19026803	Sodium Para-Aminohippurate	8	2	203194	Ingredient	2005-06-12	2009-07-05	D
19026804	Penicillin V Potassium	8	2	203195	Ingredient	2005-06-12	2009-07-05	D
19026805	Pentazocine Lactate	8	2	203196	Ingredient	2005-06-12	2009-07-05	D
19026806	Phenazopyridine hydrochloride	8	2	203197	Ingredient	2005-06-12	2009-07-05	D
19026807	Phenmetrazine Hydrochloride	8	2	203198	Ingredient	2005-06-12	2009-07-05	D
19026808	Protriptyline Hydrochloride	8	2	203199	Ingredient	2005-06-12	2009-07-05	D
19026809	Sulfobromophthalein Disodium	8	2	203200	Ingredient	2005-06-12	2009-07-05	D
19026810	Thiamylal sodium	8	2	203201	Ingredient	2005-06-12	2009-07-05	D
19026841	Alfentanil Hydrochloride	8	2	203203	Ingredient	2005-06-12	2009-07-05	D
19026842	Bupropion Hydrochloride	8	2	203204	Ingredient	2005-06-12	2009-07-05	D
19026843	Metocurine iodide	8	2	203206	Ingredient	2005-06-12	2009-07-05	D
19026844	Fluphenazine Hydrochloride	8	2	203207	Ingredient	2005-06-12	2009-07-05	D
19026846	Prazosin hydrochloride	8	2	203210	Ingredient	2005-06-12	2009-07-05	D
19026847	Diltiazem Hydrochloride	8	2	203211	Ingredient	2005-06-12	2009-07-05	D
19026848	Ipratropium Bromide	8	2	203212	Ingredient	2005-06-12	2009-07-05	D
19026849	Epirubicin Hydrochloride	8	2	203213	Ingredient	2005-06-12	2009-07-05	D
19026850	Diclofenac Sodium	8	2	203214	Ingredient	2005-06-12	2009-07-05	D
19026871	Leuprolide Acetate	8	2	203217	Ingredient	2005-06-12	2009-07-05	D
19026872	betamethasone sodium phosphate	8	2	203220	Ingredient	2005-06-12	2009-07-05	D
19026874	Esmolol hydrochloride	8	2	203222	Ingredient	2005-06-12	2009-07-05	D
19026925	carpipramine	8	2	20342	Ingredient	2005-06-12	2099-12-31	 
19026951	carzenide	8	2	20355	Ingredient	2005-06-12	2099-12-31	 
19026972	lenalidomide	8	2	342369	Ingredient	2006-02-26	2099-12-31	 
19027007	Azlocillin sodium	8	2	203836	Ingredient	2005-06-12	2009-07-05	D
19027008	Buprenorphine hydrochloride	8	2	203841	Ingredient	2005-06-12	2009-07-05	D
19027015	Dihydrotachysterol	8	2	3429	Ingredient	2005-06-12	2099-12-31	 
19027075	Pau d'arco preparation	8	2	342940	Ingredient	2005-06-12	2099-12-31	 
19027080	potassium bicarbonate	8	2	34296	Ingredient	2005-06-12	2099-12-31	 
19027181	Paraldehyde	8	2	7909	Ingredient	2005-06-12	2099-12-31	 
19027186	Paramethasone	8	2	7910	Ingredient	2005-06-12	2099-12-31	 
19027308	Potassium Hydroxide	8	2	34311	Ingredient	2005-06-12	2099-12-31	 
19027326	Cefuroxime sodium	8	2	204144	Ingredient	2005-06-12	2009-07-05	D
19027328	Cefadroxil monohydrate	8	2	204175	Ingredient	2005-06-12	2009-07-05	D
19027329	Cloprostenol Monosodium Salt	8	2	204179	Ingredient	2005-06-12	2009-07-05	D
19027330	Gonadorelin Acetate	8	2	204193	Ingredient	2005-06-12	2009-07-05	D
19027339	potassium perchlorate	8	2	34318	Ingredient	2005-06-12	2099-12-31	 
19027351	Gonadorelin Hydrochloride	8	2	204194	Ingredient	2005-06-12	2009-07-05	D
19027362	potassium phosphate	8	2	34322	Ingredient	2005-06-12	2099-12-31	 
19027413	Pargyline	8	2	7930	Ingredient	2005-06-12	2099-12-31	 
19027475	potassium sulfate	8	2	34323	Ingredient	2005-06-12	2099-12-31	 
19027679	Pefloxacin	8	2	7960	Ingredient	2005-06-12	2099-12-31	 
19027958	fesoterodine	8	2	797195	Ingredient	2008-11-09	2099-12-31	 
19028044	Penfluridol	8	2	7974	Ingredient	2005-06-12	2099-12-31	 
19028050	Penicillamine	8	2	7975	Ingredient	2005-06-12	2099-12-31	 
19028082	cefamandole nafate	8	2	20473	Ingredient	2005-06-12	2009-07-05	D
19028106	Isopropyl Alcohol	8	2	797541	Ingredient	2008-06-29	2099-12-31	 
19028148	prenylamine lactate	8	2	34407	Ingredient	2005-06-12	2099-12-31	 
19028241	cefetamet	8	2	20482	Ingredient	2005-06-12	2099-12-31	 
19028286	cefodizime	8	2	20485	Ingredient	2005-06-12	2099-12-31	 
19028288	ceforanide	8	2	20486	Ingredient	2005-06-12	2099-12-31	 
19028414	cefuroxime axetil	8	2	20493	Ingredient	2005-06-12	2009-07-05	D
19028945	pridinol	8	2	34479	Ingredient	2005-06-12	2099-12-31	 
19028947	Dimethindene	8	2	3449	Ingredient	2005-06-12	2099-12-31	 
19028950	Procaterol	8	2	34530	Ingredient	2005-06-12	2099-12-31	 
19029018	prolintane	8	2	34604	Ingredient	2005-06-12	2099-12-31	 
19029079	promestriene	8	2	34625	Ingredient	2005-06-12	2099-12-31	 
19029108	propamidine	8	2	34633	Ingredient	2005-06-12	2099-12-31	 
19029135	Propionic acid	8	2	34658	Ingredient	2005-06-12	2099-12-31	 
19029215	propylparaben	8	2	34706	Ingredient	2005-06-12	2099-12-31	 
19029248	Acetanilide	8	2	162	Ingredient	1970-01-01	2099-12-31	 
19029278	diethylamine salicylate	8	2	162592	Ingredient	2005-06-12	2099-12-31	 
19029306	Acetate	8	2	164	Ingredient	2005-06-12	2099-12-31	 
19029308	lomifylline	8	2	164423	Ingredient	2005-06-12	2099-12-31	 
19029322	propyphenazone	8	2	34710	Ingredient	2005-06-12	2099-12-31	 
19029327	proglumetacin	8	2	34769	Ingredient	2005-06-12	2099-12-31	 
19029370	acecarbromal	8	2	16688	Ingredient	2005-06-12	2099-12-31	 
19029393	aceclofenac	8	2	16689	Ingredient	2005-06-12	2099-12-31	 
19029398	acemetacin	8	2	16695	Ingredient	2005-06-12	2099-12-31	 
19029421	Dinoprost	8	2	3477	Ingredient	2005-06-12	2099-12-31	 
19029488	Diosmin	8	2	3489	Ingredient	2005-06-12	2099-12-31	 
19029547	proxyphylline	8	2	34906	Ingredient	2005-06-12	2099-12-31	 
19029550	pseudoisocytidine	8	2	34930	Ingredient	2006-11-19	2099-12-31	 
19029555	acetophenazine	8	2	16735	Ingredient	2005-06-12	2099-12-31	 
19029574	Ginsenoside	8	2	349656	Ingredient	2005-06-12	2099-12-31	 
19029644	acipimox	8	2	16817	Ingredient	2005-06-12	2099-12-31	 
19029824	Boron	8	2	1705	Ingredient	2005-06-12	2099-12-31	 
19030059	alginic acid	8	2	17305	Ingredient	2005-06-12	2099-12-31	 
19030087	alizapride	8	2	17311	Ingredient	2005-06-12	2099-12-31	 
19030114	Hepatitis B Surface Antigen (Australia antigen) MSD, Vaccine	8	2	798456	Ingredient	2008-06-29	2099-12-31	 
19030120	Smallpox Vaccine Live, New York City Board of Health Vaccinia Strain	8	2	798467	Ingredient	2008-06-29	2099-12-31	 
40039205	Fosfomycin Oral Capsule	8	0	372270	Clinical Drug Form	2005-06-12	2099-12-31	 
40039206	Fosfomycin Oral Suspension	8	0	372271	Clinical Drug Form	2005-06-12	2099-12-31	 
40039209	Fosinopril / Hydrochlorothiazide Oral Tablet	8	0	372273	Clinical Drug Form	2005-06-12	2099-12-31	 
40039228	Fosinopril Oral Tablet	8	0	372274	Clinical Drug Form	2005-06-12	2099-12-31	 
40039233	Fosphenytoin sodium Injectable Solution	8	0	393565	Clinical Drug Form	2005-06-12	2008-07-27	D
40039245	Framycetin / Gramicidin Topical Ointment	8	0	372348	Clinical Drug Form	2005-06-12	2099-12-31	 
40039246	Framycetin / Hydrocortisone Topical Ointment	8	0	439938	Clinical Drug Form	2005-06-12	2099-12-31	 
40039247	Framycetin / Hydrocortisone Topical Spray	8	0	439765	Clinical Drug Form	2005-06-12	2099-12-31	 
40039248	Framycetin / Naphazoline Topical Spray	8	0	439769	Clinical Drug Form	2005-06-12	2099-12-31	 
40039266	Framycetin Ophthalmic Ointment	8	0	376502	Clinical Drug Form	2005-06-12	2099-12-31	 
40039268	Framycetin Ophthalmic Solution	8	0	372275	Clinical Drug Form	2005-06-12	2099-12-31	 
40039270	Framycetin Oral Tablet	8	0	379430	Clinical Drug Form	2005-06-12	2099-12-31	 
40039271	Framycetin Otic Solution	8	0	377394	Clinical Drug Form	2005-06-12	2099-12-31	 
40039280	Equine diphtheria antitoxin Injectable Solution	8	0	375974	Clinical Drug Form	2005-06-12	2008-03-02	D
40039293	Ergoloid Mesylates / Flunarizine Oral Tablet	8	0	372049	Clinical Drug Form	2005-06-12	2099-12-31	 
40039294	Ergoloid Mesylates / Nifedipine Oral Tablet	8	0	439288	Clinical Drug Form	2005-06-12	2099-12-31	 
40039295	Ergoloid Mesylates / Pyridoxine Oral Tablet	8	0	439355	Clinical Drug Form	2005-06-12	2099-12-31	 
40039314	Ergoloid Mesylates 12 hour Extended Release Capsule	8	0	439282	Clinical Drug Form	2005-06-12	2007-07-01	D
40039323	Ergoloid Mesylates 24 Hour Extended Release Capsule	8	0	439287	Clinical Drug Form	2005-06-12	2007-07-01	D
40039341	Ergoloid Mesylates Extended Release Capsule	8	0	439281	Clinical Drug Form	2005-06-12	2099-12-31	 
40039342	Ergoloid Mesylates Extended Release Tablet	8	0	372045	Clinical Drug Form	2005-06-12	2099-12-31	 
40039343	Ergoloid Mesylates Injectable Solution	8	0	439357	Clinical Drug Form	2005-06-12	2099-12-31	 
40039344	Ergoloid Mesylates Oral Capsule	8	0	372041	Clinical Drug Form	2005-06-12	2099-12-31	 
40039346	Ergoloid Mesylates Oral Solution	8	0	372042	Clinical Drug Form	2005-06-12	2099-12-31	 
40039348	Ergoloid Mesylates Oral Tablet	8	0	372044	Clinical Drug Form	2005-06-12	2099-12-31	 
40039351	Ergoloid Mesylates Sublingual Tablet	8	0	372043	Clinical Drug Form	2005-06-12	2099-12-31	 
40039354	Ergonovine / Oxytocin Injectable Solution	8	0	377087	Clinical Drug Form	2005-06-12	2099-12-31	 
40039437	Ethanol Injectable Solution	8	0	376827	Clinical Drug Form	2005-06-12	2099-12-31	 
40039438	Ethanol Topical Foam	8	0	379293	Clinical Drug Form	2005-06-12	2099-12-31	 
40039439	Ethanol Topical Gel	8	0	378004	Clinical Drug Form	2005-06-12	2099-12-31	 
40039440	Ethanol Topical Lotion	8	0	376840	Clinical Drug Form	2005-06-12	2099-12-31	 
40039441	Ethanol Topical Solution	8	0	376652	Clinical Drug Form	2005-06-12	2099-12-31	 
40039459	Ethchlorvynol Extended Release Capsule	8	0	375819	Clinical Drug Form	2005-06-12	2099-12-31	 
40039460	Ethchlorvynol Oral Capsule	8	0	372099	Clinical Drug Form	2005-06-12	2099-12-31	 
40039471	Ethinyl Estradiol / Ethisterone Oral Tablet	8	0	376231	Clinical Drug Form	2005-06-12	2099-12-31	 
